# The MSA fasta which the toverr within top 30 are selected:
184762at4751.aa.mfa	5.0119
3534at4751.aa.mfa	4.908
14441at4751.aa.mfa	4.6214
5995at4751.aa.mfa	4.547
148293at4751.aa.mfa	4.494
22982at4751.aa.mfa	4.4259
219236at4751.aa.mfa	4.4047
105401at4751.aa.mfa	4.3002
150469at4751.aa.mfa	4.2588
8818at4751.aa.mfa	4.2331
188070at4751.aa.mfa	4.2284
129160at4751.aa.mfa	4.2163
48708at4751.aa.mfa	4.1561
27008at4751.aa.mfa	4.0501
50786at4751.aa.mfa	4.0291
351858at4751.aa.mfa	3.9591
1866at4751.aa.mfa	3.9232
81687at4751.aa.mfa	3.9007
79294at4751.aa.mfa	3.8869
78289at4751.aa.mfa	3.8853
68466at4751.aa.mfa	3.8799
225321at4751.aa.mfa	3.8187
337150at4751.aa.mfa	3.6727
272711at4751.aa.mfa	3.6702
64498at4751.aa.mfa	3.6629
184718at4751.aa.mfa	3.6601
397465at4751.aa.mfa	3.6596
174653at4751.aa.mfa	3.6513
62846at4751.aa.mfa	3.6459
87313at4751.aa.mfa	3.6447
# The MSA fasta below are filtered out:
138833at4751.aa.mfa	3.628
14295at4751.aa.mfa	3.6243
356743at4751.aa.mfa	3.6009
237276at4751.aa.mfa	3.5995
73771at4751.aa.mfa	3.5725
195863at4751.aa.mfa	3.5281
75709at4751.aa.mfa	3.5225
211634at4751.aa.mfa	3.5206
393996at4751.aa.mfa	3.5116
14523at4751.aa.mfa	3.5055
12959at4751.aa.mfa	3.4958
14793at4751.aa.mfa	3.463
189234at4751.aa.mfa	3.4545
251158at4751.aa.mfa	3.4499
284127at4751.aa.mfa	3.4439
147028at4751.aa.mfa	3.4346
63635at4751.aa.mfa	3.4147
17174at4751.aa.mfa	3.3958
299509at4751.aa.mfa	3.3788
29512at4751.aa.mfa	3.3725
172113at4751.aa.mfa	3.3691
430556at4751.aa.mfa	3.3648
160995at4751.aa.mfa	3.3616
94628at4751.aa.mfa	3.3553
262317at4751.aa.mfa	3.3549
171238at4751.aa.mfa	3.3544
106281at4751.aa.mfa	3.3098
26329at4751.aa.mfa	3.2978
37028at4751.aa.mfa	3.2976
73477at4751.aa.mfa	3.2914
