452759at4751.aa	0.6332
406240at4751.aa	0.6263
464897at4751.aa	0.6099
428342at4751.aa	0.6098
423166at4751.aa	0.6089
237533at4751.aa	0.6086
377787at4751.aa	0.6051
452573at4751.aa	0.605
474374at4751.aa	0.6026
406793at4751.aa	0.6018
262317at4751.aa	0.6012
419868at4751.aa	0.6004
37573at4751.aa	0.5998
388229at4751.aa	0.5992
351858at4751.aa	0.597
393996at4751.aa	0.5969
477122at4751.aa	0.5968
445954at4751.aa	0.5954
370952at4751.aa	0.5914
379525at4751.aa	0.5907
461238at4751.aa	0.5905
202089at4751.aa	0.5878
444399at4751.aa	0.5878
493358at4751.aa	0.5878
410986at4751.aa	0.5877
464711at4751.aa	0.5874
419048at4751.aa	0.5862
330629at4751.aa	0.5855
331763at4751.aa	0.5851
356743at4751.aa	0.5821
483390at4751.aa	0.5814
445401at4751.aa	0.5812
205479at4751.aa	0.5805
453693at4751.aa	0.5795
411130at4751.aa	0.579
412006at4751.aa	0.5785
269389at4751.aa	0.5777
299583at4751.aa	0.576
184762at4751.aa	0.5749
138833at4751.aa	0.5748
296024at4751.aa	0.5744
160995at4751.aa	0.574
436872at4751.aa	0.5739
352224at4751.aa	0.5736
338808at4751.aa	0.5733
371862at4751.aa	0.5728
12959at4751.aa	0.5727
32164at4751.aa	0.5725
371481at4751.aa	0.5723
408419at4751.aa	0.5723
94628at4751.aa	0.5716
281726at4751.aa	0.5713
295692at4751.aa	0.5705
320777at4751.aa	0.5705
354679at4751.aa	0.5705
148293at4751.aa	0.5697
362250at4751.aa	0.5684
50786at4751.aa	0.5682
219236at4751.aa	0.5681
323327at4751.aa	0.5671
147028at4751.aa	0.567
446124at4751.aa	0.5661
14523at4751.aa	0.5657
181959at4751.aa	0.5656
384315at4751.aa	0.5652
359482at4751.aa	0.5649
73477at4751.aa	0.5647
438731at4751.aa	0.5646
78289at4751.aa	0.5644
237276at4751.aa	0.5642
290314at4751.aa	0.5639
331022at4751.aa	0.5637
337150at4751.aa	0.5633
465849at4751.aa	0.5633
367778at4751.aa	0.563
282059at4751.aa	0.5628
399810at4751.aa	0.5628
469452at4751.aa	0.5628
497024at4751.aa	0.5626
263390at4751.aa	0.5625
87313at4751.aa	0.5619
351482at4751.aa	0.5618
393440at4751.aa	0.5616
224804at4751.aa	0.5614
474320at4751.aa	0.561
494427at4751.aa	0.5608
211768at4751.aa	0.5605
334424at4751.aa	0.5597
23856at4751.aa	0.5596
451811at4751.aa	0.5596
468195at4751.aa	0.5596
358012at4751.aa	0.5595
216747at4751.aa	0.5591
105401at4751.aa	0.559
272711at4751.aa	0.5586
304453at4751.aa	0.5586
259700at4751.aa	0.5581
321585at4751.aa	0.5577
351849at4751.aa	0.5572
432952at4751.aa	0.5572
483370at4751.aa	0.5572
189573at4751.aa	0.5571
410458at4751.aa	0.5569
353762at4751.aa	0.5565
37028at4751.aa	0.5565
456963at4751.aa	0.5564
260722at4751.aa	0.5559
183849at4751.aa	0.5557
447112at4751.aa	0.5557
276205at4751.aa	0.5556
330815at4751.aa	0.5556
304733at4751.aa	0.5554
418680at4751.aa	0.5554
429332at4751.aa	0.5551
210986at4751.aa	0.555
170297at4751.aa	0.5549
348111at4751.aa	0.5548
368706at4751.aa	0.5547
229997at4751.aa	0.5546
172113at4751.aa	0.5543
129160at4751.aa	0.5537
204087at4751.aa	0.5536
327884at4751.aa	0.5536
385139at4751.aa	0.5536
403079at4751.aa	0.5536
396842at4751.aa	0.5535
235640at4751.aa	0.5533
236504at4751.aa	0.5533
299330at4751.aa	0.5532
300016at4751.aa	0.5532
344553at4751.aa	0.5529
225321at4751.aa	0.5528
292418at4751.aa	0.5528
354739at4751.aa	0.5523
78665at4751.aa	0.5522
422151at4751.aa	0.5521
8818at4751.aa	0.5518
191114at4751.aa	0.5514
332416at4751.aa	0.5514
285477at4751.aa	0.5513
56729at4751.aa	0.5513
458554at4751.aa	0.5512
354778at4751.aa	0.5511
374350at4751.aa	0.5511
771at4751.aa	0.5508
